id,actor,movie
Jessica Tandy-The Birds,Jessica Tandy,The Birds
Suzanne Pleshette-The Birds,Suzanne Pleshette,The Birds
Gregory Peck-Cape Fear,Gregory Peck,Cape Fear
Robert Mitchum-Cape Fear,Robert Mitchum,Cape Fear
Polly Bergen-Cape Fear,Polly Bergen,Cape Fear
Lori Martin-Cape Fear,Lori Martin,Cape Fear
Karlheinz Böhm-Peeping Tom,Karlheinz Böhm,Peeping Tom
Anna Massey-Peeping Tom,Anna Massey,Peeping Tom
Moira Shearer-Peeping Tom,Moira Shearer,Peeping Tom
Maxine Audley-Peeping Tom,Maxine Audley,Peeping Tom
Yul Brynner-The Magnificent Seven,Yul Brynner,The Magnificent Seven
Steve McQueen-The Magnificent Seven,Steve McQueen,The Magnificent Seven
Charles Bronson-The Magnificent Seven,Charles Bronson,The Magnificent Seven
Eli Wallach-The Magnificent Seven,Eli Wallach,The Magnificent Seven
Pierre Brasseur-Les yeux sans visage,Pierre Brasseur,Les yeux sans visage
Alida Valli-Les yeux sans visage,Alida Valli,Les yeux sans visage
Juliette Mayniel-Les yeux sans visage,Juliette Mayniel,Les yeux sans visage
Alexandre Rignault-Les yeux sans visage,Alexandre Rignault,Les yeux sans visage
Kevin McCarthy-Invasion of the Body Snatchers,Kevin McCarthy,Invasion of the Body Snatchers
Dana Wynter-Invasion of the Body Snatchers,Dana Wynter,Invasion of the Body Snatchers
Larry Gates-Invasion of the Body Snatchers,Larry Gates,Invasion of the Body Snatchers
King Donovan-Invasion of the Body Snatchers,King Donovan,Invasion of the Body Snatchers
James Dean-Rebel Without a Cause,James Dean,Rebel Without a Cause
Natalie Wood-Rebel Without a Cause,Natalie Wood,Rebel Without a Cause
Sal Mineo-Rebel Without a Cause,Sal Mineo,Rebel Without a Cause
Jim Backus-Rebel Without a Cause,Jim Backus,Rebel Without a Cause
Alec Guinness-The Ladykillers,Alec Guinness,The Ladykillers
Peter Sellers-The Ladykillers,Peter Sellers,The Ladykillers
Cecil Parker-The Ladykillers,Cecil Parker,The Ladykillers
Herbert Lom-The Ladykillers,Herbert Lom,The Ladykillers
Humphrey Bogart-Sabrina,Humphrey Bogart,Sabrina
Audrey Hepburn-Sabrina,Audrey Hepburn,Sabrina
William Holden-Sabrina,William Holden,Sabrina
Walter Hampden-Sabrina,Walter Hampden,Sabrina
John Wayne-The Quiet Man,John Wayne,The Quiet Man
Maureen O'Hara-The Quiet Man,Maureen O'Hara,The Quiet Man
Barry Fitzgerald-The Quiet Man,Barry Fitzgerald,The Quiet Man
Ward Bond-The Quiet Man,Ward Bond,The Quiet Man
Michael Rennie-The Day the Earth Stood Still,Michael Rennie,The Day the Earth Stood Still
Patricia Neal-The Day the Earth Stood Still,Patricia Neal,The Day the Earth Stood Still
Hugh Marlowe-The Day the Earth Stood Still,Hugh Marlowe,The Day the Earth Stood Still
Sam Jaffe-The Day the Earth Stood Still,Sam Jaffe,The Day the Earth Stood Still
Humphrey Bogart-The African Queen,Humphrey Bogart,The African Queen
Katharine Hepburn-The African Queen,Katharine Hepburn,The African Queen
Robert Morley-The African Queen,Robert Morley,The African Queen
Peter Bull-The African Queen,Peter Bull,The African Queen
Rita Hayworth-Gilda,Rita Hayworth,Gilda
Glenn Ford-Gilda,Glenn Ford,Gilda
George Macready-Gilda,George Macready,Gilda
Joseph Calleia-Gilda,Joseph Calleia,Gilda
Samuel Armstrong-Fantasia,Samuel Armstrong,Fantasia
Ford Beebe Jr.-Fantasia,Ford Beebe Jr.,Fantasia
Norman Ferguson-Fantasia,Norman Ferguson,Fantasia
David Hand-Fantasia,David Hand,Fantasia
Claude Rains-The Invisible Man,Claude Rains,The Invisible Man
Gloria Stuart-The Invisible Man,Gloria Stuart,The Invisible Man
William Harrigan-The Invisible Man,William Harrigan,The Invisible Man
Henry Travers-The Invisible Man,Henry Travers,The Invisible Man
Mark Ruffalo-Dark Waters,Mark Ruffalo,Dark Waters
Anne Hathaway-Dark Waters,Anne Hathaway,Dark Waters
Tim Robbins-Dark Waters,Tim Robbins,Dark Waters
Bill Pullman-Dark Waters,Bill Pullman,Dark Waters
John Cho-Searching,John Cho,Searching
Debra Messing-Searching,Debra Messing,Searching
Joseph Lee-Searching,Joseph Lee,Searching
Michelle La-Searching,Michelle La,Searching
Leonardo DiCaprio-Once Upon a Time... in Hollywood,Leonardo DiCaprio,Once Upon a Time... in Hollywood
Brad Pitt-Once Upon a Time... in Hollywood,Brad Pitt,Once Upon a Time... in Hollywood
Margot Robbie-Once Upon a Time... in Hollywood,Margot Robbie,Once Upon a Time... in Hollywood
Emile Hirsch-Once Upon a Time... in Hollywood,Emile Hirsch,Once Upon a Time... in Hollywood
Maryana Spivak-Nelyubov,Maryana Spivak,Nelyubov
Aleksey Rozin-Nelyubov,Aleksey Rozin,Nelyubov
Matvey Novikov-Nelyubov,Matvey Novikov,Nelyubov
Marina Vasileva-Nelyubov,Marina Vasileva,Nelyubov
Brooklynn Prince-The Florida Project,Brooklynn Prince,The Florida Project
Bria Vinaite-The Florida Project,Bria Vinaite,The Florida Project
Willem Dafoe-The Florida Project,Willem Dafoe,The Florida Project
Christopher Rivera-The Florida Project,Christopher Rivera,The Florida Project
Michael B. Jordan-Just Mercy,Michael B. Jordan,Just Mercy
Jamie Foxx-Just Mercy,Jamie Foxx,Just Mercy
Brie Larson-Just Mercy,Brie Larson,Just Mercy
Charlie Pye Jr.-Just Mercy,Charlie Pye Jr.,Just Mercy
Chris Evans-Gifted,Chris Evans,Gifted
Mckenna Grace-Gifted,Mckenna Grace,Gifted
Lindsay Duncan-Gifted,Lindsay Duncan,Gifted
Octavia Spencer-Gifted,Octavia Spencer,Gifted
Michael Schwartz-The Peanut Butter Falcon,Michael Schwartz,The Peanut Butter Falcon
Zack Gottsagen-The Peanut Butter Falcon,Zack Gottsagen,The Peanut Butter Falcon
Ann Owens-The Peanut Butter Falcon,Ann Owens,The Peanut Butter Falcon
Dakota Johnson-The Peanut Butter Falcon,Dakota Johnson,The Peanut Butter Falcon
Laia Costa-Victoria,Laia Costa,Victoria
Frederick Lau-Victoria,Frederick Lau,Victoria
Franz Rogowski-Victoria,Franz Rogowski,Victoria
Burak Yigit-Victoria,Burak Yigit,Victoria
Günes Sensoy-Mustang,Günes Sensoy,Mustang
Doga Zeynep Doguslu-Mustang,Doga Zeynep Doguslu,Mustang
Tugba Sunguroglu-Mustang,Tugba Sunguroglu,Mustang
Elit Iscan-Mustang,Elit Iscan,Mustang
Chris Pratt-Guardians of the Galaxy Vol. 2,Chris Pratt,Guardians of the Galaxy Vol. 2
Zoe Saldana-Guardians of the Galaxy Vol. 2,Zoe Saldana,Guardians of the Galaxy Vol. 2
Dave Bautista-Guardians of the Galaxy Vol. 2,Dave Bautista,Guardians of the Galaxy Vol. 2
Vin Diesel-Guardians of the Galaxy Vol. 2,Vin Diesel,Guardians of the Galaxy Vol. 2
Ansel Elgort-Baby Driver,Ansel Elgort,Baby Driver
Jon Bernthal-Baby Driver,Jon Bernthal,Baby Driver
Jon Hamm-Baby Driver,Jon Hamm,Baby Driver
Eiza González-Baby Driver,Eiza González,Baby Driver
Josh Brolin-Only the Brave,Josh Brolin,Only the Brave
Miles Teller-Only the Brave,Miles Teller,Only the Brave
Jeff Bridges-Only the Brave,Jeff Bridges,Only the Brave
Jennifer Connelly-Only the Brave,Jennifer Connelly,Only the Brave
Tom Hanks-Bridge of Spies,Tom Hanks,Bridge of Spies
Mark Rylance-Bridge of Spies,Mark Rylance,Bridge of Spies
Alan Alda-Bridge of Spies,Alan Alda,Bridge of Spies
Amy Ryan-Bridge of Spies,Amy Ryan,Bridge of Spies
Craig T. Nelson-Incredibles 2,Craig T. Nelson,Incredibles 2
Holly Hunter-Incredibles 2,Holly Hunter,Incredibles 2
Sarah Vowell-Incredibles 2,Sarah Vowell,Incredibles 2
Huck Milner-Incredibles 2,Huck Milner,Incredibles 2
John Musker-Moana,John Musker,Moana
Don Hall-Moana,Don Hall,Moana
Chris Williams-Moana,Chris Williams,Moana
Auli'i Cravalho-Moana,Auli'i Cravalho,Moana
Emily Blunt-Sicario,Emily Blunt,Sicario
Josh Brolin-Sicario,Josh Brolin,Sicario
Benicio Del Toro-Sicario,Benicio Del Toro,Sicario
Jon Bernthal-Sicario,Jon Bernthal,Sicario
Michael B. Jordan-Creed,Michael B. Jordan,Creed
Sylvester Stallone-Creed,Sylvester Stallone,Creed
Tessa Thompson-Creed,Tessa Thompson,Creed
Phylicia Rashad-Creed,Phylicia Rashad,Creed
Aleksey Serebryakov-Leviafan,Aleksey Serebryakov,Leviafan
Elena Lyadova-Leviafan,Elena Lyadova,Leviafan
Roman Madyanov-Leviafan,Roman Madyanov,Leviafan
Vladimir Vdovichenkov-Leviafan,Vladimir Vdovichenkov,Leviafan
Chris Pine-Hell or High Water,Chris Pine,Hell or High Water
Ben Foster-Hell or High Water,Ben Foster,Hell or High Water
Jeff Bridges-Hell or High Water,Jeff Bridges,Hell or High Water
Gil Birmingham-Hell or High Water,Gil Birmingham,Hell or High Water
Judi Dench-Philomena,Judi Dench,Philomena
Steve Coogan-Philomena,Steve Coogan,Philomena
Sophie Kennedy Clark-Philomena,Sophie Kennedy Clark,Philomena
Mare Winningham-Philomena,Mare Winningham,Philomena
Gary Oldman-Dawn of the Planet of the Apes,Gary Oldman,Dawn of the Planet of the Apes
Keri Russell-Dawn of the Planet of the Apes,Keri Russell,Dawn of the Planet of the Apes
Andy Serkis-Dawn of the Planet of the Apes,Andy Serkis,Dawn of the Planet of the Apes
Kodi Smit-McPhee-Dawn of the Planet of the Apes,Kodi Smit-McPhee,Dawn of the Planet of the Apes
Jose Coronado-El cuerpo,Jose Coronado,El cuerpo
Hugo Silva-El cuerpo,Hugo Silva,El cuerpo
Belén Rueda-El cuerpo,Belén Rueda,El cuerpo
Aura Garrido-El cuerpo,Aura Garrido,El cuerpo
Iko Uwais-Serbuan maut,Iko Uwais,Serbuan maut
Ananda George-Serbuan maut,Ananda George,Serbuan maut
Ray Sahetapy-Serbuan maut,Ray Sahetapy,Serbuan maut
Donny Alamsyah-Serbuan maut,Donny Alamsyah,Serbuan maut
Jake Gyllenhaal-End of Watch,Jake Gyllenhaal,End of Watch
Michael Peña-End of Watch,Michael Peña,End of Watch
Anna Kendrick-End of Watch,Anna Kendrick,End of Watch
America Ferrera-End of Watch,America Ferrera,End of Watch
Amy Poehler-Kari-gurashi no Arietti,Amy Poehler,Kari-gurashi no Arietti
Mirai Shida-Kari-gurashi no Arietti,Mirai Shida,Kari-gurashi no Arietti
Ryûnosuke Kamiki-Kari-gurashi no Arietti,Ryûnosuke Kamiki,Kari-gurashi no Arietti
Tatsuya Fujiwara-Kari-gurashi no Arietti,Tatsuya Fujiwara,Kari-gurashi no Arietti
Lady Gaga-A Star Is Born,Lady Gaga,A Star Is Born
Bradley Cooper-A Star Is Born,Bradley Cooper,A Star Is Born
Sam Elliott-A Star Is Born,Sam Elliott,A Star Is Born
Greg Grunberg-A Star Is Born,Greg Grunberg,A Star Is Born
Joel Coen-True Grit,Joel Coen,True Grit
Jeff Bridges-True Grit,Jeff Bridges,True Grit
Matt Damon-True Grit,Matt Damon,True Grit
Hailee Steinfeld-True Grit,Hailee Steinfeld,True Grit
Mikael Persbrandt-Hævnen,Mikael Persbrandt,Hævnen
Trine Dyrholm-Hævnen,Trine Dyrholm,Hævnen
Markus Rygaard-Hævnen,Markus Rygaard,Hævnen
Wil Johnson-Hævnen,Wil Johnson,Hævnen
Chris Renaud-Despicable Me,Chris Renaud,Despicable Me
Steve Carell-Despicable Me,Steve Carell,Despicable Me
Jason Segel-Despicable Me,Jason Segel,Despicable Me
Russell Brand-Despicable Me,Russell Brand,Despicable Me
Joseph Gordon-Levitt-50/50,Joseph Gordon-Levitt,50/50
Seth Rogen-50/50,Seth Rogen,50/50
Anna Kendrick-50/50,Anna Kendrick,50/50
Bryce Dallas Howard-50/50,Bryce Dallas Howard,50/50
Aaron Taylor-Johnson-Kick-Ass,Aaron Taylor-Johnson,Kick-Ass
Nicolas Cage-Kick-Ass,Nicolas Cage,Kick-Ass
Chloë Grace Moretz-Kick-Ass,Chloë Grace Moretz,Kick-Ass
Garrett M. Brown-Kick-Ass,Garrett M. Brown,Kick-Ass
Luis Tosar-Celda 211,Luis Tosar,Celda 211
Alberto Ammann-Celda 211,Alberto Ammann,Celda 211
Antonio Resines-Celda 211,Antonio Resines,Celda 211
Manuel Morón-Celda 211,Manuel Morón,Celda 211
Brad Pitt-Moneyball,Brad Pitt,Moneyball
Robin Wright-Moneyball,Robin Wright,Moneyball
Jonah Hill-Moneyball,Jonah Hill,Moneyball
Philip Seymour Hoffman-Moneyball,Philip Seymour Hoffman,Moneyball
Antonio Banderas-La piel que habito,Antonio Banderas,La piel que habito
Elena Anaya-La piel que habito,Elena Anaya,La piel que habito
Jan Cornet-La piel que habito,Jan Cornet,La piel que habito
Marisa Paredes-La piel que habito,Marisa Paredes,La piel que habito
Jesse Eisenberg-Zombieland,Jesse Eisenberg,Zombieland
Emma Stone-Zombieland,Emma Stone,Zombieland
Woody Harrelson-Zombieland,Woody Harrelson,Zombieland
Abigail Breslin-Zombieland,Abigail Breslin,Zombieland
Jürgen Vogel-Die Welle,Jürgen Vogel,Die Welle
Frederick Lau-Die Welle,Frederick Lau,Die Welle
Max Riemelt-Die Welle,Max Riemelt,Die Welle
Jennifer Ulrich-Die Welle,Jennifer Ulrich,Die Welle
Robert Downey Jr.-Sherlock Holmes,Robert Downey Jr.,Sherlock Holmes
Jude Law-Sherlock Holmes,Jude Law,Sherlock Holmes
Rachel McAdams-Sherlock Holmes,Rachel McAdams,Sherlock Holmes
Mark Strong-Sherlock Holmes,Mark Strong,Sherlock Holmes
Quinton Aaron-The Blind Side,Quinton Aaron,The Blind Side
Sandra Bullock-The Blind Side,Sandra Bullock,The Blind Side
Tim McGraw-The Blind Side,Tim McGraw,The Blind Side
Jae Head-The Blind Side,Jae Head,The Blind Side
Richard Jenkins-The Visitor,Richard Jenkins,The Visitor
Haaz Sleiman-The Visitor,Haaz Sleiman,The Visitor
Danai Gurira-The Visitor,Danai Gurira,The Visitor
Hiam Abbass-The Visitor,Hiam Abbass,The Visitor
Will Smith-Seven Pounds,Will Smith,Seven Pounds
Rosario Dawson-Seven Pounds,Rosario Dawson,Seven Pounds
Woody Harrelson-Seven Pounds,Woody Harrelson,Seven Pounds
Michael Ealy-Seven Pounds,Michael Ealy,Seven Pounds
Naomi Watts-Eastern Promises,Naomi Watts,Eastern Promises
Viggo Mortensen-Eastern Promises,Viggo Mortensen,Eastern Promises
Armin Mueller-Stahl-Eastern Promises,Armin Mueller-Stahl,Eastern Promises
Josef Altin-Eastern Promises,Josef Altin,Eastern Promises
Charlie Cox-Stardust,Charlie Cox,Stardust
Claire Danes-Stardust,Claire Danes,Stardust
Sienna Miller-Stardust,Sienna Miller,Stardust
Ian McKellen-Stardust,Ian McKellen,Stardust
Nora Twomey-The Secret of Kells,Nora Twomey,The Secret of Kells
Evan McGuire-The Secret of Kells,Evan McGuire,The Secret of Kells
Brendan Gleeson-The Secret of Kells,Brendan Gleeson,The Secret of Kells
Mick Lally-The Secret of Kells,Mick Lally,The Secret of Kells
Denzel Washington-Inside Man,Denzel Washington,Inside Man
Clive Owen-Inside Man,Clive Owen,Inside Man
Jodie Foster-Inside Man,Jodie Foster,Inside Man
Christopher Plummer-Inside Man,Christopher Plummer,Inside Man
Morgan Freeman-Gone Baby Gone,Morgan Freeman,Gone Baby Gone
Ed Harris-Gone Baby Gone,Ed Harris,Gone Baby Gone
Casey Affleck-Gone Baby Gone,Casey Affleck,Gone Baby Gone
Michelle Monaghan-Gone Baby Gone,Michelle Monaghan,Gone Baby Gone
Marion Cotillard-La Vie En Rose,Marion Cotillard,La Vie En Rose
Sylvie Testud-La Vie En Rose,Sylvie Testud,La Vie En Rose
Pascal Greggory-La Vie En Rose,Pascal Greggory,La Vie En Rose
Emmanuelle Seigner-La Vie En Rose,Emmanuelle Seigner,La Vie En Rose
Jet Li-Huo Yuan Jia,Jet Li,Huo Yuan Jia
Li Sun-Huo Yuan Jia,Li Sun,Huo Yuan Jia
Yong Dong-Huo Yuan Jia,Yong Dong,Huo Yuan Jia
Yun Qu-Huo Yuan Jia,Yun Qu,Huo Yuan Jia
Edward Norton-The Illusionist,Edward Norton,The Illusionist
Jessica Biel-The Illusionist,Jessica Biel,The Illusionist
Paul Giamatti-The Illusionist,Paul Giamatti,The Illusionist
Rufus Sewell-The Illusionist,Rufus Sewell,The Illusionist
Paddy Considine-Dead Man's Shoes,Paddy Considine,Dead Man's Shoes
Gary Stretch-Dead Man's Shoes,Gary Stretch,Dead Man's Shoes
Toby Kebbell-Dead Man's Shoes,Toby Kebbell,Dead Man's Shoes
Stuart Wolfenden-Dead Man's Shoes,Stuart Wolfenden,Dead Man's Shoes
Daniel Radcliffe-Harry Potter and the Half-Blood Prince,Daniel Radcliffe,Harry Potter and the Half-Blood Prince
Emma Watson-Harry Potter and the Half-Blood Prince,Emma Watson,Harry Potter and the Half-Blood Prince
Rupert Grint-Harry Potter and the Half-Blood Prince,Rupert Grint,Harry Potter and the Half-Blood Prince
Michael Gambon-Harry Potter and the Half-Blood Prince,Michael Gambon,Harry Potter and the Half-Blood Prince
Gerard Butler-300,Gerard Butler,300
Lena Headey-300,Lena Headey,300
David Wenham-300,David Wenham,300
Dominic West-300,Dominic West,300
Scarlett Johansson-Match Point,Scarlett Johansson,Match Point
Jonathan Rhys Meyers-Match Point,Jonathan Rhys Meyers,Match Point
Emily Mortimer-Match Point,Emily Mortimer,Match Point
Matthew Goode-Match Point,Matthew Goode,Match Point
Jackie Earle Haley-Watchmen,Jackie Earle Haley,Watchmen
Patrick Wilson-Watchmen,Patrick Wilson,Watchmen
Carla Gugino-Watchmen,Carla Gugino,Watchmen
Malin Akerman-Watchmen,Malin Akerman,Watchmen
Nicolas Cage-Lord of War,Nicolas Cage,Lord of War
Ethan Hawke-Lord of War,Ethan Hawke,Lord of War
Jared Leto-Lord of War,Jared Leto,Lord of War
Bridget Moynahan-Lord of War,Bridget Moynahan,Lord of War
Cary Elwes-Saw,Cary Elwes,Saw
Leigh Whannell-Saw,Leigh Whannell,Saw
Danny Glover-Saw,Danny Glover,Saw
Ken Leung-Saw,Ken Leung,Saw
"Philip Seymour Hoffman-Synecdoche, New York",Philip Seymour Hoffman,"Synecdoche, New York"
"Samantha Morton-Synecdoche, New York",Samantha Morton,"Synecdoche, New York"
"Michelle Williams-Synecdoche, New York",Michelle Williams,"Synecdoche, New York"
"Catherine Keener-Synecdoche, New York",Catherine Keener,"Synecdoche, New York"
Brady Corbet-Mysterious Skin,Brady Corbet,Mysterious Skin
Joseph Gordon-Levitt-Mysterious Skin,Joseph Gordon-Levitt,Mysterious Skin
Elisabeth Shue-Mysterious Skin,Elisabeth Shue,Mysterious Skin
Chase Ellison-Mysterious Skin,Chase Ellison,Mysterious Skin
Guillaume Canet-Jeux d'enfants,Guillaume Canet,Jeux d'enfants
Marion Cotillard-Jeux d'enfants,Marion Cotillard,Jeux d'enfants
Thibault Verhaeghe-Jeux d'enfants,Thibault Verhaeghe,Jeux d'enfants
Joséphine Lebas-Joly-Jeux d'enfants,Joséphine Lebas-Joly,Jeux d'enfants
Audrey Tautou-Un long dimanche de fiançailles,Audrey Tautou,Un long dimanche de fiançailles
Gaspard Ulliel-Un long dimanche de fiançailles,Gaspard Ulliel,Un long dimanche de fiançailles
Jodie Foster-Un long dimanche de fiançailles,Jodie Foster,Un long dimanche de fiançailles
Dominique Pinon-Un long dimanche de fiançailles,Dominique Pinon,Un long dimanche de fiançailles
Peter Dinklage-The Station Agent,Peter Dinklage,The Station Agent
Patricia Clarkson-The Station Agent,Patricia Clarkson,The Station Agent
Bobby Cannavale-The Station Agent,Bobby Cannavale,The Station Agent
Paul Benjamin-The Station Agent,Paul Benjamin,The Station Agent
Sean Penn-21 Grams,Sean Penn,21 Grams
Benicio Del Toro-21 Grams,Benicio Del Toro,21 Grams
Naomi Watts-21 Grams,Naomi Watts,21 Grams
Danny Huston-21 Grams,Danny Huston,21 Grams
Kang-ho Song-Boksuneun naui geot,Kang-ho Song,Boksuneun naui geot
Shin Ha-kyun-Boksuneun naui geot,Shin Ha-kyun,Boksuneun naui geot
Bae Doona-Boksuneun naui geot,Bae Doona,Boksuneun naui geot
Ji-Eun Lim-Boksuneun naui geot,Ji-Eun Lim,Boksuneun naui geot
Johnny Depp-Finding Neverland,Johnny Depp,Finding Neverland
Kate Winslet-Finding Neverland,Kate Winslet,Finding Neverland
Julie Christie-Finding Neverland,Julie Christie,Finding Neverland
Radha Mitchell-Finding Neverland,Radha Mitchell,Finding Neverland
Edward Norton-25th Hour,Edward Norton,25th Hour
Barry Pepper-25th Hour,Barry Pepper,25th Hour
Philip Seymour Hoffman-25th Hour,Philip Seymour Hoffman,25th Hour
Rosario Dawson-25th Hour,Rosario Dawson,25th Hour
J. Mackye Gruber-The Butterfly Effect,J. Mackye Gruber,The Butterfly Effect
Ashton Kutcher-The Butterfly Effect,Ashton Kutcher,The Butterfly Effect
Amy Smart-The Butterfly Effect,Amy Smart,The Butterfly Effect
Melora Walters-The Butterfly Effect,Melora Walters,The Butterfly Effect
Cillian Murphy-28 Days Later...,Cillian Murphy,28 Days Later...
Naomie Harris-28 Days Later...,Naomie Harris,28 Days Later...
Christopher Eccleston-28 Days Later...,Christopher Eccleston,28 Days Later...
Alex Palmer-28 Days Later...,Alex Palmer,28 Days Later...
Tatsuya Fujiwara-Batoru rowaiaru,Tatsuya Fujiwara,Batoru rowaiaru
Aki Maeda-Batoru rowaiaru,Aki Maeda,Batoru rowaiaru
Tarô Yamamoto-Batoru rowaiaru,Tarô Yamamoto,Batoru rowaiaru
Takeshi Kitano-Batoru rowaiaru,Takeshi Kitano,Batoru rowaiaru
Gene Hackman-The Royal Tenenbaums,Gene Hackman,The Royal Tenenbaums
Gwyneth Paltrow-The Royal Tenenbaums,Gwyneth Paltrow,The Royal Tenenbaums
Anjelica Huston-The Royal Tenenbaums,Anjelica Huston,The Royal Tenenbaums
Ben Stiller-The Royal Tenenbaums,Ben Stiller,The Royal Tenenbaums
Maribel Verdú-Y tu mamá también,Maribel Verdú,Y tu mamá también
Gael García Bernal-Y tu mamá también,Gael García Bernal,Y tu mamá también
Daniel Giménez Cacho-Y tu mamá también,Daniel Giménez Cacho,Y tu mamá también
Ana López Mercado-Y tu mamá también,Ana López Mercado,Y tu mamá también
Daniel Radcliffe-Harry Potter and the Sorcerer's Stone,Daniel Radcliffe,Harry Potter and the Sorcerer's Stone
Rupert Grint-Harry Potter and the Sorcerer's Stone,Rupert Grint,Harry Potter and the Sorcerer's Stone
Richard Harris-Harry Potter and the Sorcerer's Stone,Richard Harris,Harry Potter and the Sorcerer's Stone
Maggie Smith-Harry Potter and the Sorcerer's Stone,Maggie Smith,Harry Potter and the Sorcerer's Stone
Nicole Kidman-The Others,Nicole Kidman,The Others
Christopher Eccleston-The Others,Christopher Eccleston,The Others
Fionnula Flanagan-The Others,Fionnula Flanagan,The Others
Alakina Mann-The Others,Alakina Mann,The Others
Johnny Depp-Blow,Johnny Depp,Blow
Penélope Cruz-Blow,Penélope Cruz,Blow
