id,Movie_Name,Released_Year,Run_time,IMDB_Rating,Description,Gross_USD,Director
True Grit,True Grit,2010,110,7.6,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,171243005,Ethan Coen
Hævnen,Hævnen,2010,118,7.6,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.",1008098,Susanne Bier
Despicable Me,Despicable Me,2010,95,7.6,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",251513985,Pierre Coffin
50/50,50/50,2011,100,7.6,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",35014192,Jonathan Levine
Kick-Ass,Kick-Ass,2010,117,7.6,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",48071303,Matthew Vaughn
Celda 211,Celda 211,2009,113,7.6,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",,Daniel Monzón
Moneyball,Moneyball,2011,133,7.6,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,75605492,Bennett Miller
La piel que habito,La piel que habito,2011,120,7.6,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",3185812,Pedro Almodóvar
Zombieland,Zombieland,2009,88,7.6,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",75590286,Ruben Fleischer
Die Welle,Die Welle,2008,107,7.6,A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.,,Dennis Gansel
Sherlock Holmes,Sherlock Holmes,2009,128,7.6,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,209028679,Guy Ritchie
The Blind Side,The Blind Side,2009,129,7.6,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",255959475,John Lee Hancock
The Visitor,The Visitor,2007,104,7.6,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,9422422,Tom McCarthy
Seven Pounds,Seven Pounds,2008,123,7.6,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,69951824,Gabriele Muccino
Eastern Promises,Eastern Promises,2007,100,7.6,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,17114882,David Cronenberg
Stardust,Stardust,2007,127,7.6,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",38634938,Matthew Vaughn
The Secret of Kells,The Secret of Kells,2009,71,7.6,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.",686383,Tomm Moore
Inside Man,Inside Man,2006,129,7.6,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",88513495,Spike Lee
Gone Baby Gone,Gone Baby Gone,2007,114,7.6,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",20300218,Ben Affleck
La Vie En Rose,La Vie En Rose,2007,140,7.6,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.",10301706,Olivier Dahan
Huo Yuan Jia,Huo Yuan Jia,2006,104,7.6,"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.",24633730,Ronny Yu
The Illusionist,The Illusionist,2006,110,7.6,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",39868642,Neil Burger
Dead Man's Shoes,Dead Man's Shoes,2004,90,7.6,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,6013,Shane Meadows
Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,2009,153,7.6,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",301959197,David Yates
300,300,2006,117,7.6,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,210614939,Zack Snyder
Match Point,Match Point,2005,124,7.6,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",23089926,Woody Allen
Watchmen,Watchmen,2009,162,7.6,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",107509799,Zack Snyder
Lord of War,Lord of War,2005,122,7.6,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,24149632,Andrew Niccol
Saw,Saw,2004,103,7.6,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",56000369,James Wan
"Synecdoche, New York","Synecdoche, New York",2008,124,7.6,"A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.",3081925,Charlie Kaufman
Mysterious Skin,Mysterious Skin,2004,105,7.6,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",697181,Gregg Araki
Jeux d'enfants,Jeux d'enfants,2003,93,7.6,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",548707,Yann Samuell
Un long dimanche de fiançailles,Un long dimanche de fiançailles,2004,133,7.6,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",6167817,Jean-Pierre Jeunet
The Station Agent,The Station Agent,2003,89,7.6,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",5739376,Tom McCarthy
21 Grams,21 Grams,2003,124,7.6,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",16290476,Alejandro G. Iñárritu
Boksuneun naui geot,Boksuneun naui geot,2002,129,7.6,"A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.",45289,Chan-wook Park
Finding Neverland,Finding Neverland,2004,106,7.6,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,51680613,Marc Forster
25th Hour,25th Hour,2002,135,7.6,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",13060843,Spike Lee
The Butterfly Effect,The Butterfly Effect,2004,113,7.6,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",57938693,Eric Bress
28 Days Later...,28 Days Later...,2002,113,7.6,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.",45064915,Danny Boyle
Batoru rowaiaru,Batoru rowaiaru,2000,114,7.6,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",,Kinji Fukasaku
The Royal Tenenbaums,The Royal Tenenbaums,2001,110,7.6,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,52364010,Wes Anderson
Y tu mamá también,Y tu mamá también,2001,106,7.6,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",13622333,Alfonso Cuarón
Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,2001,152,7.6,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",317575550,Chris Columbus
The Others,The Others,2001,101,7.6,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,96522687,Alejandro Amenábar
Blow,Blow,2001,124,7.6,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",52990775,Ted Demme
Enemy at the Gates,Enemy at the Gates,2001,131,7.6,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,51401758,Jean-Jacques Annaud
Minority Report,Minority Report,2002,145,7.6,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",132072926,Steven Spielberg
The Hurricane,The Hurricane,1999,146,7.6,"The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",50668906,Norman Jewison
American Psycho,American Psycho,2000,101,7.6,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",15070285,Mary Harron
